,img_date,img_path,short_term_span,short_term,long_term,nn_short_term_span,nn_short_term,nn_long_term,models agree
169,2021-11-16 17:57:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-16-2021_1757.png,,,,,,,
170,2021-11-16 18:58:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-16-2021_1858.png,,,,,,,
171,2021-11-16 19:59:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-16-2021_1959.png,,,,,,,
172,2021-11-16 21:00:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-16-2021_2100.png,,,,,,,
173,2021-11-16 22:01:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-16-2021_2201.png,,,,,,,
174,2021-11-16 23:02:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-16-2021_2302.png,,,,,,,
175,2021-11-17 00:03:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0003.png,,,,,,,
176,2021-11-17 01:04:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0104.png,,,,,,,
177,2021-11-17 02:04:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0204.png,,,,,,,
178,2021-11-17 03:05:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0305.png,,,,,,,
179,2021-11-17 04:06:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0406.png,,,,,,,
180,2021-11-17 05:07:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0507.png,,,,,,,
181,2021-11-17 06:08:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0608.png,,,,,,,
182,2021-11-17 07:09:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0709.png,,,,,,,
183,2021-11-17 08:10:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0810.png,,,,,,,
184,2021-11-17 09:11:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_0911.png,,,,,,,
185,2021-11-17 10:12:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1012.png,,,,,,,
186,2021-11-17 11:13:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1113.png,,,,,,,
187,2021-11-17 12:14:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1214.png,,,,,,,
188,2021-11-17 13:15:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1315.png,,,,,,,
189,2021-11-17 14:16:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1416.png,,,,,,,
190,2021-11-17 15:17:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1517.png,,,,,,,
191,2021-11-17 16:17:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1617.png,,,,,,,
192,2021-11-17 17:19:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1719.png,,,,,,,
193,2021-11-17 18:20:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1820.png,,,,,,,
194,2021-11-17 19:20:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_1920.png,,,,,,,
195,2021-11-17 20:21:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_2021.png,,,,,,,
196,2021-11-17 21:23:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_2123.png,,,,,,,
197,2021-11-17 22:24:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_2224.png,,,,,,,
198,2021-11-17 23:25:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-17-2021_2325.png,,,,,,,
199,2021-11-18 00:25:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0025.png,,,,,,,
200,2021-11-18 01:27:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0127.png,,,,,,,
201,2021-11-18 02:28:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0228.png,,,,,,,
202,2021-11-18 03:29:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0329.png,,,,,,,
203,2021-11-18 04:29:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0429.png,,,,,,,
204,2021-11-18 05:31:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0531.png,,,,,,,
205,2021-11-18 06:32:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0632.png,,,,,,,
206,2021-11-18 07:33:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0733.png,,,,,,,
207,2021-11-18 08:34:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0834.png,,,,,,,
208,2021-11-18 09:35:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_0935.png,,,,,,,
209,2021-11-18 10:36:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1036.png,,,,,,,
210,2021-11-18 11:37:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1137.png,,,,,,,
211,2021-11-18 12:38:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1238.png,,,,,,,
212,2021-11-18 13:39:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1339.png,,,,,,,
213,2021-11-18 14:40:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1440.png,,,,,,,
214,2021-11-18 15:41:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1541.png,,,,,,,
215,2021-11-18 16:42:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1642.png,,,,,,,
216,2021-11-18 17:43:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1743.png,,,,,,,
217,2021-11-18 18:44:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1844.png,,,,,,,
218,2021-11-18 19:45:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_1945.png,,,,,,,
219,2021-11-18 20:46:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_2046.png,,,,,,,
220,2021-11-18 21:47:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_2147.png,,,,,,,
221,2021-11-18 22:48:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_2248.png,,,,,,,
222,2021-11-18 23:49:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-18-2021_2349.png,,,,,,,
223,2021-11-19 00:50:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0050.png,,,,,,,
224,2021-11-19 01:50:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0150.png,,,,,,,
225,2021-11-19 02:51:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0251.png,,,,,,,
226,2021-11-19 03:52:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0352.png,,,,,,,
227,2021-11-19 04:53:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0453.png,,,,,,,
228,2021-11-19 05:54:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0554.png,,,,,,,
229,2021-11-19 06:55:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0655.png,,,,,,,
230,2021-11-19 07:56:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0756.png,,,,,,,
231,2021-11-19 08:57:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0857.png,,,,,,,
232,2021-11-19 09:58:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_0958.png,,,,,,,
233,2021-11-19 10:59:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1059.png,,,,,,,
234,2021-11-19 12:00:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1200.png,,,,,,,
235,2021-11-19 13:01:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1301.png,,,,,,,
236,2021-11-19 14:02:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1402.png,,,,,,,
237,2021-11-19 15:03:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1503.png,,,,,,,
238,2021-11-19 16:04:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1604.png,,,,,,,
239,2021-11-19 17:04:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1704.png,,,,,,,
240,2021-11-19 18:05:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1805.png,,,,,,,
241,2021-11-19 19:06:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_1906.png,,,,,,,
242,2021-11-19 20:07:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_2007.png,,,,,,,
243,2021-11-19 21:08:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_2108.png,,,,,,,
244,2021-11-19 22:09:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_2209.png,,,,,,,
245,2021-11-19 23:10:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-19-2021_2310.png,,,,,,,
246,2021-11-20 00:11:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0011.png,,,,,,,
247,2021-11-20 01:12:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0112.png,,,,,,,
248,2021-11-20 02:13:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0213.png,,,,,,,
249,2021-11-20 03:14:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0314.png,,,,,,,
250,2021-11-20 04:15:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0415.png,,,,,,,
251,2021-11-20 05:16:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0516.png,,,,,,,
252,2021-11-20 06:17:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0617.png,,,,,,,
253,2021-11-20 07:18:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_0718.png,,,,,,,
254,2021-11-20 12:42:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1242.png,,,,,,,
255,2021-11-20 13:43:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1343.png,,,,,,,
256,2021-11-20 14:44:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1444.png,,,,,,,
257,2021-11-20 15:45:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1545.png,,,,,,,
258,2021-11-20 16:46:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1646.png,,,,,,,
259,2021-11-20 17:47:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1747.png,,,,,,,
260,2021-11-20 18:48:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1848.png,,,,,,,
261,2021-11-20 19:49:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_1949.png,,,,,,,
262,2021-11-20 20:50:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_2050.png,,,,,,,
263,2021-11-20 21:51:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_2151.png,,,,,,,
264,2021-11-20 22:52:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_2252.png,,,,,,,
265,2021-11-20 23:53:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-20-2021_2353.png,,,,,,,
266,2021-11-21 15:05:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_1505.png,,,,,,,
267,2021-11-21 16:06:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_1606.png,,,,,,,
268,2021-11-21 17:07:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_1707.png,,,,,,,
269,2021-11-21 18:08:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_1808.png,,,,,,,
270,2021-11-21 19:08:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_1908.png,,,,,,,
271,2021-11-21 20:10:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_2010.png,,,,,,,
272,2021-11-21 21:11:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_2111.png,,,,,,,
273,2021-11-21 22:11:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_2211.png,,,,,,,
274,2021-11-21 23:12:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-21-2021_2312.png,,,,,,,
275,2021-11-22 00:13:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0013.png,,,,,,,
276,2021-11-22 01:14:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0114.png,,,,,,,
277,2021-11-22 02:15:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0215.png,,,,,,,
278,2021-11-22 03:16:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0316.png,,,,,,,
279,2021-11-22 04:17:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0417.png,,,,,,,
280,2021-11-22 05:18:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0518.png,,,,,,,
281,2021-11-22 06:19:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0619.png,,,,,,,
282,2021-11-22 07:20:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0720.png,,,,,,,
283,2021-11-22 08:21:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0821.png,,,,,,,
284,2021-11-22 09:22:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_0922.png,,,,,,,
285,2021-11-22 10:23:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_1023.png,,,,,,,
286,2021-11-22 11:24:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-22-2021_1124.png,,,,,,,
287,2021-11-23 22:33:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-23-2021_2233.png,,,,,,,
288,2021-11-23 23:34:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-23-2021_2334.png,,,,,,,
289,2021-11-24 00:35:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0035.png,,,,,,,
290,2021-11-24 01:35:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0135.png,,,,,,,
291,2021-11-24 02:36:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0236.png,,,,,,,
292,2021-11-24 03:37:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0337.png,,,,,,,
293,2021-11-24 04:38:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0438.png,,,,,,,
294,2021-11-24 05:39:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0539.png,,,,,,,
295,2021-11-24 06:40:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0640.png,,,,,,,
296,2021-11-24 07:41:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0741.png,,,,,,,
297,2021-11-24 08:42:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0842.png,,,,,,,
298,2021-11-24 09:43:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_0943.png,,,,,,,
299,2021-11-24 10:44:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1044.png,,,,,,,
300,2021-11-24 11:45:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1145.png,,,,,,,
301,2021-11-24 12:46:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1246.png,,,,,,,
302,2021-11-24 13:47:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1347.png,,,,,,,
303,2021-11-24 14:48:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1448.png,,,,,,,
304,2021-11-24 15:49:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1549.png,,,,,,,
305,2021-11-24 16:49:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1649.png,,,,,,,
306,2021-11-24 17:50:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1750.png,,,,,,,
307,2021-11-24 18:51:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1851.png,,,,,,,
308,2021-11-24 19:52:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_1952.png,,,,,,,
309,2021-11-24 20:53:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_2053.png,,,,,,,
310,2021-11-24 21:54:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_2154.png,,,,,,,
311,2021-11-24 22:55:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_2255.png,,,,,,,
312,2021-11-24 23:56:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-24-2021_2356.png,,,,,,,
313,2021-11-25 00:57:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0057.png,,,,,,,
314,2021-11-25 01:58:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0158.png,,,,,,,
315,2021-11-25 02:59:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0259.png,,,,,,,
316,2021-11-25 04:00:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0400.png,,,,,,,
317,2021-11-25 05:01:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0501.png,,,,,,,
318,2021-11-25 06:02:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0602.png,,,,,,,
319,2021-11-25 07:03:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0703.png,,,,,,,
320,2021-11-25 08:04:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0804.png,,,,,,,
321,2021-11-25 09:05:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_0905.png,,,,,,,
322,2021-11-25 10:06:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1006.png,,,,,,,
323,2021-11-25 11:07:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1107.png,,,,,,,
324,2021-11-25 12:08:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1208.png,,,,,,,
325,2021-11-25 13:08:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1308.png,,,,,,,
326,2021-11-25 14:09:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1409.png,,,,,,,
327,2021-11-25 15:10:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1510.png,,,,,,,
328,2021-11-25 16:11:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1611.png,,,,,,,
329,2021-11-25 17:12:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1712.png,,,,,,,
330,2021-11-25 18:13:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1813.png,,,,,,,
331,2021-11-25 19:14:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_1914.png,,,,,,,
332,2021-11-25 20:15:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_2015.png,,,,,,,
333,2021-11-25 21:16:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_2116.png,,,,,,,
334,2021-11-25 22:17:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_2217.png,,,,,,,
335,2021-11-25 23:18:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-25-2021_2318.png,,,,,,,
336,2021-11-26 00:19:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0019.png,,,,,,,
337,2021-11-26 01:20:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0120.png,,,,,,,
338,2021-11-26 02:20:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0220.png,,,,,,,
339,2021-11-26 03:21:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0321.png,,,,,,,
340,2021-11-26 04:22:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0422.png,,,,,,,
341,2021-11-26 05:23:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0523.png,,,,,,,
342,2021-11-26 06:24:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0624.png,,,,,,,
343,2021-11-26 07:25:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0725.png,,,,,,,
344,2021-11-26 08:26:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0826.png,,,,,,,
345,2021-11-26 09:27:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_11-26-2021_0927.png,,,,,,,
346,2021-12-11 10:21:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_12-11-2021_1021.png,,,,,,,
347,2021-12-11 11:22:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_12-11-2021_1122.png,,,,,,,
348,2021-12-11 12:23:00,/Volumes/wellington/projects/radon_monitor/data/hourly_tests/tests_12-11-2021_1223.png,,,,,,,
